,Artist,genre,gender,ngram_2,ngram_3,ngram_4,ngram_2_0,ngram_2_1,ngram_2_2,ngram_2_3,ngram_2_4,ngram_2_5,ngram_2_6,ngram_2_7,ngram_2_8,ngram_2_9,ngram_2_10,ngram_2_11,ngram_2_12,ngram_2_13,ngram_2_14,ngram_2_15,ngram_2_16,ngram_2_17,ngram_2_18,ngram_2_19,ngram_3_0,ngram_3_1,ngram_3_2,ngram_3_3,ngram_3_4,ngram_3_5,ngram_3_6,ngram_3_7,ngram_3_8,ngram_3_9,ngram_3_10,ngram_3_11,ngram_3_12,ngram_3_13,ngram_3_14,ngram_3_15,ngram_3_16,ngram_3_17,ngram_3_18,ngram_3_19,ngram_4_0,ngram_4_1,ngram_4_2,ngram_4_3,ngram_4_4,ngram_4_5,ngram_4_6,ngram_4_7,ngram_4_8,ngram_4_9,ngram_4_10,ngram_4_11,ngram_4_12,ngram_4_13,ngram_4_14,ngram_4_15,ngram_4_16,ngram_4_17,ngram_4_18,ngram_4_19,count_2_0,count_2_1,count_2_2,count_2_3,count_2_4,count_2_5,count_2_6,count_2_7,count_2_8,count_2_9,count_2_10,count_2_11,count_2_12,count_2_13,count_2_14,count_2_15,count_2_16,count_2_17,count_2_18,count_2_19,count_3_0,count_3_1,count_3_2,count_3_3,count_3_4,count_3_5,count_3_6,count_3_7,count_3_8,count_3_9,count_3_10,count_3_11,count_3_12,count_3_13,count_3_14,count_3_15,count_3_16,count_3_17,count_3_18,count_3_19,count_4_0,count_4_1,count_4_2,count_4_3,count_4_4,count_4_5,count_4_6,count_4_7,count_4_8,count_4_9,count_4_10,count_4_11,count_4_12,count_4_13,count_4_14,count_4_15,count_4_16,count_4_17,count_4_18,count_4_19
0,Aaliyah,pop,female,"[(('let', 'me'), 80), (('without', 'you'), 76), (('see', 'you'), 56), (('i', 'dont'), 51), (('it', 'baby'), 47), (('what', 'you'), 44), (('and', 'forth'), 44), (('me', 'see'), 43), (('come', 'over'), 42), (('for', 'you'), 40), (('you', 'i'), 39), (('tell', 'me'), 38), (('dont', 'wanna'), 38), (('try', 'again'), 38), (('step', 'to'), 37), (('can', 'i'), 36), (('love', 'it'), 36), (('baby', 'love'), 35), (('to', 'step'), 35), (('for', 'me'), 33)]","[(('let', 'me', 'see'), 42), (('me', 'see', 'you'), 41), (('love', 'it', 'baby'), 36), (('baby', 'love', 'it'), 35), (('i', 'dont', 'wanna'), 34), (('it', 'baby', 'love'), 34), (('to', 'step', 'to'), 32), (('nothin', 'but', 'a'), 30), (('back', 'and', 'forth'), 30), (('step', 'to', 'step'), 29), (('let', 'me', 'know'), 28), (('aint', 'nothin', 'but'), 28), (('rock', 'the', 'boat'), 28), (('what', 'you', 'sayin'), 27), (('see', 'you', 'back'), 25), (('you', 'back', 'and'), 25), (('and', 'forth', 'now'), 25), (('forth', 'now', 'check'), 25), (('now', 'check', 'it'), 25), (('can', 'i', 'come'), 25)]","[(('let', 'me', 'see', 'you'), 41), (('baby', 'love', 'it', 'baby'), 35), (('love', 'it', 'baby', 'love'), 34), (('it', 'baby', 'love', 'it'), 34), (('aint', 'nothin', 'but', 'a'), 28), (('step', 'to', 'step', 'to'), 26), (('to', 'step', 'to', 'step'), 25), (('me', 'see', 'you', 'back'), 25), (('see', 'you', 'back', 'and'), 25), (('you', 'back', 'and', 'forth'), 25), (('back', 'and', 'forth', 'now'), 25), (('and', 'forth', 'now', 'check'), 25), (('forth', 'now', 'check', 'it'), 25), (('can', 'i', 'come', 'over'), 23), (('stroke', 'it', 'for', 'me'), 22), (('off', 'and', 'try', 'again'), 22), (('without', 'you', 'i', 'dont'), 21), (('you', 'i', 'dont', 'wanna'), 21), (('you', 'might', 'also', 'like'), 20), (('i', 'dont', 'wanna', 'be'), 18)]",let me,without you,see you,i dont,it baby,what you,and forth,me see,come over,for you,you i,tell me,dont wanna,try again,step to,can i,love it,baby love,to step,for me,let me see,me see you,love it baby,baby love it,i dont wanna,it baby love,to step to,nothin but a,back and forth,step to step,let me know,aint nothin but,rock the boat,what you sayin,see you back,you back and,and forth now,forth now check,now check it,can i come,let me see you,baby love it baby,love it baby love,it baby love it,aint nothin but a,step to step to,to step to step,me see you back,see you back and,you back and forth,back and forth now,and forth now check,forth now check it,can i come over,stroke it for me,off and try again,without you i dont,you i dont wanna,you might also like,i dont wanna be,80,76,56,51,47,44,44,43,42,40,39,38,38,38,37,36,36,35,35,33,42,41,36,35,34,34,32,30,30,29,28,28,28,27,25,25,25,25,25,25,41,35,34,34,28,26,25,25,25,25,25,25,25,23,22,22,21,21,20,18
1,Beyoncé,pop,female,"[(('in', 'the'), 51), (('love', 'you'), 49), (('you', 'like'), 43), (('i', 'aint'), 41), (('halo', 'halo'), 40), (('you', 'you'), 40), (('i', 'slay'), 35), (('to', 'side'), 34), (('i', 'can'), 31), (('like', 'i'), 30), (('up', 'and'), 27), (('your', 'halo'), 27), (('for', 'the'), 27), (('sorry', 'i'), 27), (('aint', 'sorry'), 27), (('side', 'to'), 27), (('all', 'night'), 26), (('slay', 'okay'), 25), (('they', 'dont'), 25), (('dont', 'love'), 25)]","[(('you', 'like', 'i'), 27), (('sorry', 'i', 'aint'), 27), (('i', 'aint', 'sorry'), 27), (('side', 'to', 'side'), 27), (('they', 'dont', 'love'), 24), (('dont', 'love', 'you'), 24), (('love', 'you', 'like'), 24), (('like', 'i', 'love'), 24), (('i', 'love', 'you'), 24), (('that', 'cherry', 'out'), 24), (('i', 'slay', 'okay'), 21), (('in', 'the', 'air'), 21), (('might', 'also', 'like'), 20), (('your', 'halo', 'halo'), 20), (('halo', 'halo', 'halo'), 20), (('turn', 'that', 'cherry'), 20), (('you', 'you', 'you'), 20), (('you', 'might', 'also'), 19), (('it', 'in', 'the'), 18), (('let', 'it', 'be'), 17)]","[(('they', 'dont', 'love', 'you'), 24), (('dont', 'love', 'you', 'like'), 24), (('love', 'you', 'like', 'i'), 24), (('you', 'like', 'i', 'love'), 24), (('like', 'i', 'love', 'you'), 24), (('sorry', 'i', 'aint', 'sorry'), 22), (('your', 'halo', 'halo', 'halo'), 20), (('turn', 'that', 'cherry', 'out'), 20), (('you', 'might', 'also', 'like'), 19), (('it', 'in', 'the', 'air'), 18), (('okay', 'i', 'slay', 'okay'), 15), (('halo', 'halo', 'halo', 'i'), 15), (('halo', 'halo', 'i', 'can'), 15), (('that', 'cherry', 'out', 'turn'), 14), (('cherry', 'out', 'turn', 'that'), 14), (('out', 'turn', 'that', 'cherry'), 14), (('smack', 'it', 'in', 'the'), 14), (('i', 'can', 'see', 'your'), 13), (('can', 'see', 'your', 'halo'), 13), (('i', 'can', 'feel', 'your'), 13)]",in the,love you,you like,i aint,halo halo,you you,i slay,to side,i can,like i,up and,your halo,for the,sorry i,aint sorry,side to,all night,slay okay,they dont,dont love,you like i,sorry i aint,i aint sorry,side to side,they dont love,dont love you,love you like,like i love,i love you,that cherry out,i slay okay,in the air,might also like,your halo halo,halo halo halo,turn that cherry,you you you,you might also,it in the,let it be,they dont love you,dont love you like,love you like i,you like i love,like i love you,sorry i aint sorry,your halo halo halo,turn that cherry out,you might also like,it in the air,okay i slay okay,halo halo halo i,halo halo i can,that cherry out turn,cherry out turn that,out turn that cherry,smack it in the,i can see your,can see your halo,i can feel your,51,49,43,41,40,40,35,34,31,30,27,27,27,27,27,27,26,25,25,25,27,27,27,27,24,24,24,24,24,24,21,21,20,20,20,20,20,19,18,17,24,24,24,24,24,22,20,20,19,18,15,15,15,14,14,14,14,13,13,13
2,Britney Spears,pop,female,"[(('get', 'it'), 49), (('you', 'want'), 47), (('la', 'la'), 47), (('gimme', 'gimme'), 41), (('like', 'a'), 39), (('what', 'you'), 38), (('in', 'the'), 38), (('it', 'get'), 38), (('want', 'a'), 35), (('gimme', 'more'), 34), (('yeah', 'yeah'), 30), (('let', 'me'), 30), (('more', 'gimme'), 30), (('piece', 'of'), 29), (('a', 'piece'), 28), (('of', 'the'), 27), (('of', 'me'), 27), (('oh', 'baby'), 26), (('baby', 'baby'), 22), (('ooh', 'ooh'), 22)]","[(('it', 'get', 'it'), 38), (('get', 'it', 'get'), 36), (('you', 'want', 'a'), 34), (('la', 'la', 'la'), 34), (('a', 'piece', 'of'), 27), (('want', 'a', 'piece'), 27), (('piece', 'of', 'me'), 27), (('gimme', 'more', 'gimme'), 26), (('gimme', 'gimme', 'more'), 24), (('yeah', 'yeah', 'yeah'), 22), (('let', 'me', 'see'), 22), (('you', 'might', 'also'), 20), (('might', 'also', 'like'), 20), (('oh', 'baby', 'baby'), 19), (('what', 'you', 'are'), 18), (('all', 'of', 'the'), 17), (('of', 'me', 'im'), 17), (('me', 'im', 'mrs'), 17), (('a', 'slumber', 'party'), 17), (('1', '2', '3'), 16)]","[(('get', 'it', 'get', 'it'), 36), (('you', 'want', 'a', 'piece'), 26), (('want', 'a', 'piece', 'of'), 26), (('it', 'get', 'it', 'get'), 26), (('a', 'piece', 'of', 'me'), 25), (('la', 'la', 'la', 'la'), 24), (('you', 'might', 'also', 'like'), 20), (('yeah', 'yeah', 'yeah', 'yeah'), 19), (('gimme', 'gimme', 'more', 'gimme'), 18), (('piece', 'of', 'me', 'im'), 17), (('of', 'me', 'im', 'mrs'), 16), (('more', 'gimme', 'gimme', 'more'), 15), (('like', 'a', 'slumber', 'party'), 15), (('you', 'better', 'work', 'bitch'), 14), (('work', 'work', 'work', 'work'), 14), (('boy', 'dont', 'try', 'to'), 14), (('dont', 'try', 'to', 'front'), 14), (('try', 'to', 'front', 'ii'), 14), (('to', 'front', 'ii', 'know'), 14), (('front', 'ii', 'know', 'just'), 14)]",get it,you want,la la,gimme gimme,like a,what you,in the,it get,want a,gimme more,yeah yeah,let me,more gimme,piece of,a piece,of the,of me,oh baby,baby baby,ooh ooh,it get it,get it get,you want a,la la la,a piece of,want a piece,piece of me,gimme more gimme,gimme gimme more,yeah yeah yeah,let me see,you might also,might also like,oh baby baby,what you are,all of the,of me im,me im mrs,a slumber party,1 2 3,get it get it,you want a piece,want a piece of,it get it get,a piece of me,la la la la,you might also like,yeah yeah yeah yeah,gimme gimme more gimme,piece of me im,of me im mrs,more gimme gimme more,like a slumber party,you better work bitch,work work work work,boy dont try to,dont try to front,try to front ii,to front ii know,front ii know just,49,47,47,41,39,38,38,38,35,34,30,30,30,29,28,27,27,26,22,22,38,36,34,34,27,27,27,26,24,22,22,20,20,19,18,17,17,17,17,16,36,26,26,26,25,24,20,19,18,17,16,15,15,14,14,14,14,14,14,14
3,Carly Rae Jepsen,pop,female,"[(('gimmie', 'love'), 75), (('love', 'gimmie'), 69), (('really', 'really'), 55), (('i', 'want'), 47), (('for', 'you'), 47), (('to', 'the'), 46), (('you', 'want'), 45), (('i', 'wanna'), 43), (('if', 'you'), 42), (('want', 'me'), 40), (('that', 'i'), 38), (('na', 'na'), 36), (('and', 'i'), 35), (('too', 'much'), 32), (('i', 'know'), 30), (('i', 'will'), 30), (('on', 'my'), 27), (('take', 'me'), 27), (('will', 'be'), 27), (('do', 'you'), 26)]","[(('gimmie', 'love', 'gimmie'), 69), (('love', 'gimmie', 'love'), 63), (('really', 'really', 'really'), 44), (('you', 'want', 'me'), 40), (('na', 'na', 'na'), 27), (('i', 'will', 'be'), 27), (('run', 'away', 'with'), 23), (('back', 'on', 'my'), 23), (('on', 'my', 'beat'), 23), (('do', 'you', 'want'), 22), (('la', 'la', 'la'), 22), (('away', 'with', 'me'), 21), (('you', 'might', 'also'), 20), (('might', 'also', 'like'), 20), (('i', 'wanna', 'cut'), 20), (('i', 'want', 'you'), 19), (('is', 'this', 'too'), 18), (('now', 'that', 'i'), 18), (('that', 'i', 'found'), 18), (('cut', 'to', 'the'), 17)]","[(('gimmie', 'love', 'gimmie', 'love'), 63), (('love', 'gimmie', 'love', 'gimmie'), 57), (('really', 'really', 'really', 'really'), 33), (('back', 'on', 'my', 'beat'), 23), (('do', 'you', 'want', 'me'), 22), (('run', 'away', 'with', 'me'), 21), (('you', 'might', 'also', 'like'), 20), (('la', 'la', 'la', 'la'), 20), (('na', 'na', 'na', 'na'), 18), (('now', 'that', 'i', 'found'), 18), (('cut', 'to', 'the', 'feeling'), 17), (('i', 'wanna', 'cut', 'to'), 16), (('wanna', 'cut', 'to', 'the'), 16), (('show', 'me', 'if', 'you'), 16), (('that', 'i', 'found', 'you'), 16), (('you', 'want', 'me', 'too'), 15), (('i', 'will', 'be', 'your'), 15), (('me', 'if', 'you', 'want'), 14), (('if', 'you', 'want', 'me'), 14), (('will', 'be', 'your', 'friend'), 14)]",gimmie love,love gimmie,really really,i want,for you,to the,you want,i wanna,if you,want me,that i,na na,and i,too much,i know,i will,on my,take me,will be,do you,gimmie love gimmie,love gimmie love,really really really,you want me,na na na,i will be,run away with,back on my,on my beat,do you want,la la la,away with me,you might also,might also like,i wanna cut,i want you,is this too,now that i,that i found,cut to the,gimmie love gimmie love,love gimmie love gimmie,really really really really,back on my beat,do you want me,run away with me,you might also like,la la la la,na na na na,now that i found,cut to the feeling,i wanna cut to,wanna cut to the,show me if you,that i found you,you want me too,i will be your,me if you want,if you want me,will be your friend,75,69,55,47,47,46,45,43,42,40,38,36,35,32,30,30,27,27,27,26,69,63,44,40,27,27,23,23,23,22,22,21,20,20,20,19,18,18,18,17,63,57,33,23,22,21,20,20,18,18,17,16,16,16,16,15,15,14,14,14
4,Charli XCX,pop,female,"[(('it', 'i'), 273), (('i', 'got'), 192), (('got', 'it'), 191), (('shake', 'it'), 157), (('party', 'on'), 128), (('i', 'shake'), 126), (('of', 'my'), 115), (('on', 'you'), 101), (('out', 'of'), 100), (('you', 'party'), 80), (('it', 'on'), 74), (('lock', 'it'), 71), (('blame', 'it'), 69), (('your', 'love'), 68), (('it', 'lock'), 67), (('on', 'your'), 66), (('i', 'blame'), 60), (('i', 'like'), 57), (('my', 'head'), 54), (('like', 'i'), 51)]","[(('i', 'got', 'it'), 186), (('got', 'it', 'i'), 177), (('it', 'i', 'got'), 177), (('i', 'shake', 'it'), 125), (('out', 'of', 'my'), 94), (('party', 'on', 'you'), 88), (('shake', 'it', 'i'), 81), (('on', 'you', 'party'), 80), (('you', 'party', 'on'), 80), (('it', 'i', 'shake'), 78), (('blame', 'it', 'on'), 69), (('it', 'lock', 'it'), 67), (('it', 'on', 'your'), 63), (('i', 'blame', 'it'), 60), (('on', 'your', 'love'), 60), (('of', 'my', 'head'), 48), (('of', 'my', 'out'), 45), (('my', 'out', 'of'), 45), (('i', 'like', 'i'), 44), (('like', 'i', 'like'), 44)]","[(('got', 'it', 'i', 'got'), 177), (('i', 'got', 'it', 'i'), 176), (('it', 'i', 'got', 'it'), 175), (('party', 'on', 'you', 'party'), 80), (('on', 'you', 'party', 'on'), 80), (('i', 'shake', 'it', 'i'), 78), (('shake', 'it', 'i', 'shake'), 77), (('it', 'i', 'shake', 'it'), 77), (('blame', 'it', 'on', 'your'), 63), (('i', 'blame', 'it', 'on'), 60), (('it', 'on', 'your', 'love'), 60), (('out', 'of', 'my', 'head'), 48), (('out', 'of', 'my', 'out'), 45), (('of', 'my', 'out', 'of'), 45), (('i', 'like', 'i', 'like'), 44), (('my', 'out', 'of', 'my'), 42), (('lock', 'it', 'lock', 'it'), 40), (('you', 'party', 'on', 'you'), 40), (('on', 'your', 'love', 'i'), 38), (('it', 'lock', 'it', 'lock'), 36)]",it i,i got,got it,shake it,party on,i shake,of my,on you,out of,you party,it on,lock it,blame it,your love,it lock,on your,i blame,i like,my head,like i,i got it,got it i,it i got,i shake it,out of my,party on you,shake it i,on you party,you party on,it i shake,blame it on,it lock it,it on your,i blame it,on your love,of my head,of my out,my out of,i like i,like i like,got it i got,i got it i,it i got it,party on you party,on you party on,i shake it i,shake it i shake,it i shake it,blame it on your,i blame it on,it on your love,out of my head,out of my out,of my out of,i like i like,my out of my,lock it lock it,you party on you,on your love i,it lock it lock,273,192,191,157,128,126,115,101,100,80,74,71,69,68,67,66,60,57,54,51,186,177,177,125,94,88,81,80,80,78,69,67,63,60,60,48,45,45,44,44,177,176,175,80,80,78,77,77,63,60,60,48,45,45,44,42,40,40,38,36
5,Dua Lipa,pop,female,"[(('come', 'on'), 50), (('the', 'one'), 50), (('i', 'know'), 49), (('be', 'the'), 39), (('i', 'cant'), 37), (('will', 'be'), 36), (('yeah', 'yeah'), 32), (('in', 'love'), 29), (('i', 'go'), 29), (('you', 'got'), 28), (('on', 'come'), 28), (('boys', 'will'), 28), (('be', 'boys'), 28), (('all', 'night'), 26), (('if', 'you'), 25), (('one', 'be'), 24), (('i', 'was'), 23), (('got', 'me'), 22), (('i', 'got'), 21), (('i', 'need'), 21)]","[(('be', 'the', 'one'), 39), (('come', 'on', 'come'), 28), (('on', 'come', 'on'), 28), (('boys', 'will', 'be'), 28), (('will', 'be', 'boys'), 28), (('yeah', 'yeah', 'yeah'), 24), (('the', 'one', 'be'), 24), (('one', 'be', 'the'), 24), (('be', 'boys', 'will'), 21), (('you', 'might', 'also'), 20), (('might', 'also', 'like'), 20), (('you', 'got', 'me'), 19), (('got', 'me', 'in'), 17), (('me', 'in', 'love'), 17), (('in', 'love', 'again'), 17), (('could', 'be', 'the'), 15), (('bad', 'bad', 'bad'), 15), (('thats', 'what', 'makes'), 14), (('what', 'makes', 'us'), 14), (('dont', 'dont', 'dont'), 13)]","[(('come', 'on', 'come', 'on'), 28), (('boys', 'will', 'be', 'boys'), 28), (('be', 'the', 'one', 'be'), 24), (('the', 'one', 'be', 'the'), 24), (('one', 'be', 'the', 'one'), 24), (('will', 'be', 'boys', 'will'), 21), (('be', 'boys', 'will', 'be'), 21), (('you', 'might', 'also', 'like'), 20), (('on', 'come', 'on', 'come'), 20), (('you', 'got', 'me', 'in'), 17), (('got', 'me', 'in', 'love'), 17), (('me', 'in', 'love', 'again'), 17), (('yeah', 'yeah', 'yeah', 'yeah'), 16), (('could', 'be', 'the', 'one'), 15), (('thats', 'what', 'makes', 'us'), 14), (('i', 'could', 'be', 'the'), 13), (('i', 'know', 'i', 'know'), 12), (('what', 'makes', 'us', 'good'), 12), (('makes', 'us', 'good', 'in'), 12), (('us', 'good', 'in', 'bed'), 12)]",come on,the one,i know,be the,i cant,will be,yeah yeah,in love,i go,you got,on come,boys will,be boys,all night,if you,one be,i was,got me,i got,i need,be the one,come on come,on come on,boys will be,will be boys,yeah yeah yeah,the one be,one be the,be boys will,you might also,might also like,you got me,got me in,me in love,in love again,could be the,bad bad bad,thats what makes,what makes us,dont dont dont,come on come on,boys will be boys,be the one be,the one be the,one be the one,will be boys will,be boys will be,you might also like,on come on come,you got me in,got me in love,me in love again,yeah yeah yeah yeah,could be the one,thats what makes us,i could be the,i know i know,what makes us good,makes us good in,us good in bed,50,50,49,39,37,36,32,29,29,28,28,28,28,26,25,24,23,22,21,21,39,28,28,28,28,24,24,24,21,20,20,19,17,17,17,15,15,14,14,13,28,28,24,24,24,21,21,20,20,17,17,17,16,15,14,13,12,12,12,12
6,Madonna,pop,female,"[(('wake', 'up'), 64), (('up', 'wake'), 56), (('like', 'a'), 54), (('it', 'all'), 41), (('sorry', 'sorry'), 40), (('i', 'dont'), 38), (('and', 'i'), 37), (('all', 'before'), 37), (('a', 'material'), 36), (('ive', 'heard'), 34), (('heard', 'it'), 34), (('your', 'love'), 32), (('got', 'to'), 31), (('you', 'know'), 28), (('youve', 'got'), 28), (('so', 'slowly'), 27), (('in', 'a'), 24), (('do', 'you'), 24), (('a', 'prayer'), 23), (('to', 'me'), 23)]","[(('wake', 'up', 'wake'), 56), (('up', 'wake', 'up'), 56), (('it', 'all', 'before'), 37), (('ive', 'heard', 'it'), 34), (('heard', 'it', 'all'), 34), (('youve', 'got', 'to'), 28), (('sorry', 'sorry', 'sorry'), 28), (('like', 'a', 'prayer'), 23), (('a', 'material', 'world'), 23), (('living', 'in', 'a'), 22), (('in', 'a', 'material'), 22), (('just', 'like', 'a'), 21), (('all', 'before', 'ive'), 21), (('before', 'ive', 'heard'), 21), (('you', 'might', 'also'), 20), (('might', 'also', 'like'), 19), (('its', 'like', 'a'), 18), (('im', 'hung', 'up'), 18), (('make', 'up', 'make'), 18), (('up', 'make', 'up'), 18)]","[(('wake', 'up', 'wake', 'up'), 56), (('up', 'wake', 'up', 'wake'), 52), (('ive', 'heard', 'it', 'all'), 34), (('heard', 'it', 'all', 'before'), 34), (('living', 'in', 'a', 'material'), 22), (('in', 'a', 'material', 'world'), 22), (('it', 'all', 'before', 'ive'), 21), (('all', 'before', 'ive', 'heard'), 21), (('before', 'ive', 'heard', 'it'), 21), (('you', 'might', 'also', 'like'), 19), (('make', 'up', 'make', 'up'), 18), (('up', 'make', 'up', 'make'), 16), (('sorry', 'sorry', 'sorry', 'sorry'), 16), (('just', 'like', 'a', 'prayer'), 14), (('time', 'goes', 'by', 'so'), 14), (('goes', 'by', 'so', 'slowly'), 14), (('so', 'slowly', 'so', 'slowly'), 13), (('slowly', 'so', 'slowly', 'so'), 13), (('tick', 'tock', 'tick', 'tock'), 12), (('do', 'you', 'like', 'to'), 12)]",wake up,up wake,like a,it all,sorry sorry,i dont,and i,all before,a material,ive heard,heard it,your love,got to,you know,youve got,so slowly,in a,do you,a prayer,to me,wake up wake,up wake up,it all before,ive heard it,heard it all,youve got to,sorry sorry sorry,like a prayer,a material world,living in a,in a material,just like a,all before ive,before ive heard,you might also,might also like,its like a,im hung up,make up make,up make up,wake up wake up,up wake up wake,ive heard it all,heard it all before,living in a material,in a material world,it all before ive,all before ive heard,before ive heard it,you might also like,make up make up,up make up make,sorry sorry sorry sorry,just like a prayer,time goes by so,goes by so slowly,so slowly so slowly,slowly so slowly so,tick tock tick tock,do you like to,64,56,54,41,40,38,37,37,36,34,34,32,31,28,28,27,24,24,23,23,56,56,37,34,34,28,28,23,23,22,22,21,21,21,20,19,18,18,18,18,56,52,34,34,22,22,21,21,21,19,18,16,16,14,14,14,13,13,12,12
7,Michael Jackson,pop,male,"[(('ma', 'ma'), 87), (('dont', 'stop'), 73), (('you', 'know'), 71), (('why', 'why'), 67), (('yeah', 'yeah'), 64), (('beat', 'it'), 60), (('what', 'about'), 56), (('keep', 'on'), 46), (('in', 'the'), 44), (('are', 'you'), 43), (('you', 'okay'), 43), (('with', 'the'), 42), (('it', 'beat'), 41), (('about', 'us'), 40), (('do', 'you'), 38), (('the', 'force'), 38), (('til', 'you'), 37), (('get', 'enough'), 37), (('sa', 'ma'), 36), (('dirty', 'diana'), 36)]","[(('why', 'why', 'why'), 47), (('are', 'you', 'okay'), 43), (('beat', 'it', 'beat'), 41), (('it', 'beat', 'it'), 41), (('sa', 'ma', 'ma'), 36), (('keep', 'on', 'with'), 36), (('on', 'with', 'the'), 36), (('til', 'you', 'get'), 36), (('you', 'get', 'enough'), 36), (('with', 'the', 'force'), 35), (('the', 'force', 'dont'), 35), (('force', 'dont', 'stop'), 35), (('dont', 'stop', 'til'), 35), (('stop', 'til', 'you'), 35), (('annie', 'are', 'you'), 30), (('remember', 'the', 'time'), 30), (('ma', 'ma', 'se'), 29), (('ma', 'se', 'ma'), 29), (('se', 'ma', 'ma'), 29), (('ma', 'ma', 'sa'), 29)]","[(('beat', 'it', 'beat', 'it'), 41), (('keep', 'on', 'with', 'the'), 36), (('til', 'you', 'get', 'enough'), 36), (('on', 'with', 'the', 'force'), 35), (('with', 'the', 'force', 'dont'), 35), (('the', 'force', 'dont', 'stop'), 35), (('dont', 'stop', 'til', 'you'), 35), (('stop', 'til', 'you', 'get'), 35), (('annie', 'are', 'you', 'okay'), 30), (('ma', 'ma', 'se', 'ma'), 29), (('ma', 'se', 'ma', 'ma'), 29), (('se', 'ma', 'ma', 'sa'), 29), (('ma', 'ma', 'sa', 'ma'), 29), (('ma', 'sa', 'ma', 'ma'), 29), (('sa', 'ma', 'ma', 'coo'), 29), (('ma', 'ma', 'coo', 'sa'), 29), (('it', 'beat', 'it', 'beat'), 28), (('you', 'get', 'enough', 'keep'), 28), (('get', 'enough', 'keep', 'on'), 28), (('enough', 'keep', 'on', 'with'), 28)]",ma ma,dont stop,you know,why why,yeah yeah,beat it,what about,keep on,in the,are you,you okay,with the,it beat,about us,do you,the force,til you,get enough,sa ma,dirty diana,why why why,are you okay,beat it beat,it beat it,sa ma ma,keep on with,on with the,til you get,you get enough,with the force,the force dont,force dont stop,dont stop til,stop til you,annie are you,remember the time,ma ma se,ma se ma,se ma ma,ma ma sa,beat it beat it,keep on with the,til you get enough,on with the force,with the force dont,the force dont stop,dont stop til you,stop til you get,annie are you okay,ma ma se ma,ma se ma ma,se ma ma sa,ma ma sa ma,ma sa ma ma,sa ma ma coo,ma ma coo sa,it beat it beat,you get enough keep,get enough keep on,enough keep on with,87,73,71,67,64,60,56,46,44,43,43,42,41,40,38,38,37,37,36,36,47,43,41,41,36,36,36,36,36,35,35,35,35,35,30,30,29,29,29,29,41,36,36,35,35,35,35,35,30,29,29,29,29,29,29,29,28,28,28,28
8,Olivia Rodrigo,pop,female,"[(('and', 'i'), 57), (('i', 'know'), 40), (('i', 'want'), 35), (('get', 'him'), 33), (('him', 'back'), 29), (('i', 'was'), 23), (('but', 'i'), 21), (('all', 'the'), 21), (('i', 'wanna'), 21), (('you', 'might'), 20), (('might', 'also'), 20), (('also', 'like'), 20), (('and', 'im'), 20), (('for', 'you'), 19), (('want', 'to'), 19), (('i', 'dont'), 19), (('that', 'i'), 18), (('oh', 'oh'), 18), (('to', 'get'), 18), (('do', 'you'), 17)]","[(('get', 'him', 'back'), 29), (('you', 'might', 'also'), 20), (('might', 'also', 'like'), 20), (('i', 'want', 'to'), 19), (('want', 'to', 'get'), 17), (('to', 'get', 'him'), 17), (('good', 'for', 'you'), 14), (('oh', 'oh', 'oh'), 13), (('its', 'social', 'suicide'), 13), (('but', 'then', 'i'), 11), (('then', 'i', 'i'), 11), (('i', 'i', 'want'), 11), (('makin', 'the', 'bed'), 11), (('you', 'get', 'déjà'), 9), (('get', 'déjà', 'vu'), 9), (('i', 'know', 'that'), 9), (('i', 'know', 'i'), 9), (('him', 'back', 'i'), 9), (('and', 'i', 'know'), 8), (('back', 'i', 'wanna'), 8)]","[(('you', 'might', 'also', 'like'), 20), (('i', 'want', 'to', 'get'), 17), (('want', 'to', 'get', 'him'), 17), (('to', 'get', 'him', 'back'), 17), (('but', 'then', 'i', 'i'), 11), (('then', 'i', 'i', 'want'), 11), (('i', 'i', 'want', 'to'), 11), (('oh', 'oh', 'oh', 'oh'), 11), (('you', 'get', 'déjà', 'vu'), 9), (('get', 'him', 'back', 'i'), 9), (('me', 'whos', 'been', 'makin'), 8), (('whos', 'been', 'makin', 'the'), 8), (('been', 'makin', 'the', 'bed'), 8), (('i', 'hope', 'youre', 'happy'), 7), (('him', 'back', 'i', 'wanna'), 7), (('love', 'is', 'never', 'logical'), 7), (('do', 'you', 'get', 'déjà'), 6), (('well', 'good', 'for', 'you'), 6), (('i', 'wanna', 'get', 'him'), 6), (('wanna', 'get', 'him', 'back'), 6)]",and i,i know,i want,get him,him back,i was,but i,all the,i wanna,you might,might also,also like,and im,for you,want to,i dont,that i,oh oh,to get,do you,get him back,you might also,might also like,i want to,want to get,to get him,good for you,oh oh oh,its social suicide,but then i,then i i,i i want,makin the bed,you get déjà,get déjà vu,i know that,i know i,him back i,and i know,back i wanna,you might also like,i want to get,want to get him,to get him back,but then i i,then i i want,i i want to,oh oh oh oh,you get déjà vu,get him back i,me whos been makin,whos been makin the,been makin the bed,i hope youre happy,him back i wanna,love is never logical,do you get déjà,well good for you,i wanna get him,wanna get him back,57,40,35,33,29,23,21,21,21,20,20,20,20,19,19,19,18,18,18,17,29,20,20,19,17,17,14,13,13,11,11,11,11,9,9,9,9,9,8,8,20,17,17,17,11,11,11,11,9,9,8,8,8,7,7,7,6,6,6,6
